Pokemon,Move
nosepass,magnetrise
nosepass,magnitude
nosepass,meteorbeam
nosepass,mimic
nosepass,mudslap
nosepass,naturalgift
nosepass,painsplit
nosepass,powergem
nosepass,protect
nosepass,rest
nosepass,return
nosepass,rockblast
nosepass,rockpolish
nosepass,rockslide
nosepass,rocksmash
nosepass,rockthrow
nosepass,rocktomb
nosepass,rollout
nosepass,round
nosepass,sandstorm
nosepass,sandtomb
nosepass,secretpower
nosepass,selfdestruct
nosepass,shockwave
nosepass,sleeptalk
nosepass,smackdown
nosepass,snore
nosepass,spark
nosepass,stealthrock
nosepass,steelbeam
nosepass,stompingtantrum
nosepass,stoneedge
nosepass,strength
nosepass,substitute
nosepass,sunnyday
nosepass,swagger
nosepass,tackle
nosepass,takedown
nosepass,taunt
nosepass,terablast
nosepass,thunder
nosepass,thunderbolt
nosepass,thunderpunch
nosepass,thunderwave
nosepass,torment
nosepass,toxic
nosepass,voltswitch
nosepass,wideguard
nosepass,zapcannon
probopass,allyswitch
probopass,ancientpower
probopass,attract
probopass,block
probopass,bodypress
probopass,bodyslam
probopass,bulldoze
probopass,captivate
probopass,confide
probopass,curse
probopass,dazzlinggleam
probopass,discharge
probopass,doubleedge
probopass,doubleteam
probopass,earthpower
probopass,earthquake
probopass,endure
probopass,explosion
probopass,facade
probopass,firepunch
probopass,flashcannon
probopass,frustration
probopass,gigaimpact
probopass,gravity
probopass,hardpress
probopass,headbutt
probopass,heavyslam
probopass,helpinghand
probopass,hiddenpower
probopass,highhorsepower
probopass,hyperbeam
probopass,icepunch
probopass,irondefense
probopass,ironhead
probopass,lockon
probopass,magiccoat
probopass,magnetbomb
probopass,magneticflux
probopass,magnetrise
probopass,metalsound
probopass,meteorbeam
probopass,mudslap
probopass,naturalgift
probopass,painsplit
probopass,powergem
probopass,protect
probopass,rest
probopass,return
probopass,rockblast
probopass,rockpolish
probopass,rockslide
probopass,rocksmash
probopass,rocktomb
probopass,rollout
probopass,round
probopass,sandstorm
probopass,sandtomb
probopass,secretpower
probopass,shockwave
probopass,sleeptalk
probopass,smackdown
probopass,snore
probopass,spark
probopass,stealthrock
probopass,steelbeam
probopass,stompingtantrum
probopass,stoneedge
probopass,strength
probopass,substitute
probopass,sunnyday
probopass,supercellslam
probopass,swagger
probopass,tackle
probopass,takedown
probopass,taunt
probopass,telekinesis
probopass,terablast
probopass,thunder
probopass,thunderbolt
probopass,thunderpunch
probopass,thunderwave
probopass,torment
probopass,toxic
probopass,triattack
probopass,voltswitch
probopass,wideguard
probopass,zapcannon
skitty,assist
skitty,attract
skitty,batonpass
skitty,blizzard
skitty,bodyslam
skitty,calmmind
skitty,captivate
skitty,chargebeam
skitty,charm
skitty,confide
skitty,copycat
skitty,cosmicpower
skitty,covet
skitty,defensecurl
skitty,dig
skitty,disarmingvoice
skitty,doubleedge
skitty,doubleslap
skitty,doubleteam
skitty,dreameater
skitty,echoedvoice
skitty,endure
skitty,facade
skitty,fakeout
skitty,faketears
skitty,feintattack
skitty,flash
skitty,foresight
skitty,frustration
skitty,grassknot
skitty,growl
skitty,headbutt
skitty,healbell
skitty,helpinghand
skitty,hiddenpower
skitty,hypervoice
skitty,icebeam
skitty,icywind
skitty,irontail
skitty,lastresort
skitty,mimic
skitty,mudbomb
skitty,mudslap
skitty,naturalgift
skitty,payback
skitty,payday
skitty,playrough
skitty,protect
skitty,psychup
skitty,raindance
skitty,rest
skitty,retaliate
skitty,return
skitty,rollout
skitty,round
skitty,safeguard
skitty,secretpower
skitty,shadowball
skitty,shockwave
skitty,simplebeam
skitty,sing
skitty,sleeptalk
skitty,snore
skitty,solarbeam
skitty,substitute
skitty,suckerpunch
skitty,sunnyday
skitty,swagger
skitty,swift
skitty,tackle
skitty,tailwhip
skitty,thunder
skitty,thunderbolt
skitty,thunderwave
skitty,tickle
skitty,toxic
skitty,uproar
skitty,wakeupslap
skitty,waterpulse
skitty,wildcharge
skitty,wish
skitty,workup
skitty,zenheadbutt
delcatty,attract
delcatty,blizzard
delcatty,bodyslam
delcatty,calmmind
delcatty,captivate
delcatty,chargebeam
delcatty,confide
delcatty,covet
delcatty,defensecurl
delcatty,dig
delcatty,doubleedge
delcatty,doubleslap
delcatty,doubleteam
delcatty,dreameater
delcatty,echoedvoice
delcatty,endure
delcatty,facade
delcatty,fakeout
delcatty,flash
delcatty,frustration
delcatty,gigaimpact
delcatty,grassknot
delcatty,growl
delcatty,headbutt
delcatty,healbell
delcatty,helpinghand
delcatty,hiddenpower
delcatty,hyperbeam
delcatty,hypervoice
delcatty,icebeam
delcatty,icywind
delcatty,irontail
delcatty,laserfocus
delcatty,lastresort
delcatty,mimic
delcatty,mudslap
delcatty,naturalgift
delcatty,payback
delcatty,protect
delcatty,psychup
delcatty,raindance
delcatty,rest
delcatty,retaliate
delcatty,return
delcatty,rocksmash
delcatty,rollout
delcatty,round
delcatty,safeguard
delcatty,secretpower
delcatty,shadowball
delcatty,shockwave
delcatty,sing
delcatty,sleeptalk
delcatty,snore
delcatty,solarbeam
delcatty,stompingtantrum
delcatty,strength
delcatty,substitute
delcatty,suckerpunch
delcatty,sunnyday
delcatty,swagger
delcatty,sweetkiss
delcatty,swift
delcatty,thunder
delcatty,thunderbolt
delcatty,thunderwave
delcatty,toxic
delcatty,uproar
delcatty,waterpulse
delcatty,wildcharge
delcatty,workup
delcatty,zenheadbutt
sableye,aerialace
sableye,allyswitch
sableye,astonish
sableye,attract
sableye,bodyslam
sableye,brickbreak
sableye,bulkup
sableye,calmmind
sableye,captivate
sableye,confide
sableye,confuseray
sableye,counter
sableye,cut
sableye,darkpulse
sableye,dazzlinggleam
sableye,detect
sableye,dig
sableye,disable
sableye,doubleedge
sableye,doubleteam
sableye,drainpunch
sableye,dreameater
sableye,dynamicpunch
sableye,embargo
sableye,encore
sableye,endure
sableye,energyball
sableye,facade
sableye,fakeout
sableye,feint
sableye,feintattack
sableye,firepunch
sableye,flash
sableye,flatter
sableye,fling
sableye,focuspunch
sableye,foresight
sableye,foulplay
sableye,frustration
sableye,furycutter
sableye,furyswipes
sableye,gigadrain
sableye,gigaimpact
sableye,gravity
sableye,gyroball
sableye,headbutt
sableye,helpinghand
sableye,hex
sableye,hiddenpower
sableye,honeclaws
sableye,hyperbeam
sableye,icepunch
sableye,icywind
sableye,imprison
sableye,incinerate
sableye,knockoff
sableye,lashout
sableye,leer
sableye,lightscreen
sableye,lowkick
sableye,lowsweep
sableye,magiccoat
sableye,meanlook
sableye,megakick
sableye,megapunch
sableye,metalburst
sableye,metalclaw
sableye,metronome
sableye,mimic
sableye,moonlight
sableye,mudshot
sableye,mudslap
sableye,nastyplot
sableye,naturalgift
sableye,nightmare
sableye,nightshade
sableye,octazooka
sableye,ominouswind
sableye,painsplit
sableye,payback
sableye,phantomforce
sableye,poisonjab
sableye,poltergeist
sableye,powergem
sableye,poweruppunch
sableye,protect
sableye,psybeam
sableye,psychic
sableye,psychup
sableye,punishment
sableye,quash
sableye,raindance
sableye,recover
sableye,reflect
sableye,rest
sableye,retaliate
sableye,return
sableye,rocksmash
sableye,rocktomb
sableye,roleplay
sableye,round
sableye,scratch
sableye,secretpower
sableye,seismictoss
sableye,shadowball
sableye,shadowclaw
sableye,shadowsneak
sableye,shockwave
sableye,signalbeam
sableye,skillswap
sableye,skittersmack
sableye,sleeptalk
sableye,snarl
sableye,snatch
sableye,snore
sableye,spite
sableye,substitute
sableye,suckerpunch
sableye,sunnyday
sableye,swagger
sableye,takedown
sableye,taunt
sableye,telekinesis
sableye,terablast
sableye,thief
sableye,throatchop
sableye,thunderpunch
sableye,thunderwave
sableye,tickle
sableye,torment
sableye,toxic
sableye,trick
sableye,waterpulse
sableye,willowisp
sableye,wonderroom
sableye,xscissor
sableye,zenheadbutt
mawile,ancientpower
mawile,assurance
mawile,astonish
mawile,attract
mawile,batonpass
mawile,bite
mawile,bodyslam
mawile,brickbreak
mawile,brutalswing
mawile,captivate
mawile,chargebeam
mawile,confide
mawile,counter
mawile,crunch
mawile,darkpulse
mawile,doubleedge
mawile,doubleteam
mawile,drainingkiss
mawile,dynamicpunch
mawile,embargo
mawile,endure
mawile,facade
mawile,fairywind
mawile,faketears
mawile,falseswipe
mawile,feintattack
mawile,fireblast
mawile,firefang
mawile,flamethrower
mawile,flashcannon
mawile,fling
mawile,focusblast
mawile,focuspunch
mawile,foulplay
mawile,frustration
mawile,gigaimpact
mawile,grassknot
mawile,growl
mawile,guardswap
mawile,headbutt
mawile,helpinghand
mawile,hiddenpower
mawile,hyperbeam
mawile,icebeam
mawile,icefang
mawile,icepunch
mawile,icywind
mawile,incinerate
mawile,irondefense
mawile,ironhead
mawile,knockoff
mawile,laserfocus
mawile,lastresort
mawile,magnetrise
mawile,megakick
mawile,megapunch
mawile,metalburst
mawile,mimic
mawile,mistyterrain
mawile,mudslap
mawile,naturalgift
mawile,painsplit
mawile,payback
mawile,playrough
mawile,poisonfang
mawile,poweruppunch
mawile,protect
mawile,psychicfangs
mawile,psychup
mawile,punishment
mawile,raindance
mawile,rest
mawile,return
mawile,rockslide
mawile,rocksmash
mawile,rocktomb
mawile,round
mawile,sandstorm
mawile,secretpower
mawile,seismictoss
mawile,shadowball
mawile,sing
mawile,slam
mawile,sleeptalk
mawile,sludgebomb
mawile,snatch
mawile,snore
mawile,solarbeam
mawile,spitup
mawile,stealthrock
mawile,steelbeam
mawile,stockpile
mawile,stoneedge
mawile,strength
mawile,substitute
mawile,suckerpunch
mawile,sunnyday
mawile,superfang
mawile,swagger
mawile,swallow
mawile,sweetscent
mawile,swordsdance
mawile,taunt
mawile,thunderfang
mawile,thunderpunch
mawile,tickle
mawile,torment
mawile,toxic
mawile,visegrip
aron,aerialace
aron,ancientpower
aron,attract
aron,autotomize
aron,bodypress
aron,bodyslam
aron,bulldoze
aron,captivate
aron,confide
aron,curse
aron,cut
aron,defensecurl
aron,dig
aron,doubleedge
aron,doubleteam
aron,dragonrush
aron,earthpower
aron,earthquake
aron,endeavor
aron,endure
aron,facade
aron,frustration
aron,furycutter
aron,harden
aron,headbutt
aron,headsmash
aron,heavyslam
aron,hiddenpower
aron,honeclaws
aron,irondefense
aron,ironhead
aron,irontail
aron,magnetrise
aron,metalburst
aron,metalclaw
aron,metalsound
aron,mimic
aron,mudslap
aron,naturalgift
aron,protect
aron,raindance
aron,rest
aron,return
aron,reversal
aron,roar
aron,rockpolish
aron,rockslide
aron,rocksmash
aron,rocktomb
aron,rollout
aron,round
aron,sandstorm
aron,screech
aron,secretpower
aron,shadowclaw
aron,shockwave
aron,sleeptalk
aron,smellingsalts
aron,snore
aron,spite
aron,stealthrock
aron,steelbeam
aron,steelroller
aron,stomp
aron,strength
aron,substitute
aron,sunnyday
aron,superpower
aron,swagger
aron,tackle
aron,takedown
aron,toxic
aron,uproar
aron,waterpulse
lairon,aerialace
lairon,ancientpower
lairon,attract
lairon,autotomize
lairon,bodypress
lairon,bodyslam
lairon,bulldoze
lairon,captivate
lairon,confide
lairon,cut
lairon,defensecurl
lairon,dig
lairon,doubleedge
lairon,doubleteam
lairon,earthpower
lairon,earthquake
lairon,endeavor
lairon,endure
lairon,facade
lairon,frustration
lairon,furycutter
lairon,harden
lairon,headbutt
lairon,heavyslam
lairon,hiddenpower
lairon,honeclaws
lairon,irondefense
lairon,ironhead
lairon,irontail
lairon,magnetrise
lairon,metalburst
lairon,metalclaw
lairon,metalsound
lairon,mimic
lairon,mudslap
lairon,naturalgift
lairon,protect
lairon,raindance
lairon,rest
lairon,return
lairon,reversal
lairon,roar
lairon,rockblast
lairon,rockpolish
lairon,rockslide
lairon,rocksmash
lairon,rocktomb
lairon,rollout
lairon,round
lairon,sandstorm
lairon,sandtomb
lairon,screech
lairon,secretpower
lairon,shadowclaw
lairon,shockwave
lairon,sleeptalk
lairon,snore
lairon,spite
lairon,stealthrock
lairon,steelbeam
lairon,steelroller
lairon,stompingtantrum
lairon,stoneedge
lairon,strength
lairon,substitute
lairon,sunnyday
lairon,superpower
lairon,swagger
lairon,tackle
lairon,takedown
lairon,toxic
lairon,uproar
lairon,waterpulse
aggron,aerialace
aggron,ancientpower
aggron,aquatail
aggron,attract
aggron,autotomize
aggron,avalanche
aggron,blizzard
aggron,block
aggron,bodypress
aggron,bodyslam
aggron,brickbreak
aggron,brutalswing
aggron,bulldoze
aggron,captivate
aggron,confide
aggron,counter
aggron,crunch
aggron,cut
aggron,darkpulse
aggron,defensecurl
aggron,dig
aggron,doubleedge
aggron,doubleteam
aggron,dragonclaw
aggron,dragonpulse
aggron,dragontail
aggron,dynamicpunch
aggron,earthpower
aggron,earthquake
aggron,endeavor
aggron,endure
aggron,facade
aggron,fireblast
aggron,firepunch
aggron,flamethrower
aggron,flashcannon
aggron,fling
aggron,focusblast
aggron,focuspunch
aggron,frustration
aggron,furycutter
aggron,gigaimpact
aggron,harden
aggron,headbutt
aggron,headsmash
aggron,heavyslam
aggron,hiddenpower
aggron,highhorsepower
aggron,honeclaws
aggron,hydropump
aggron,hyperbeam
aggron,icebeam
aggron,icepunch
aggron,icywind
aggron,incinerate
aggron,irondefense
aggron,ironhead
aggron,irontail
aggron,lowkick
aggron,magnetrise
aggron,megakick
aggron,megapunch
aggron,metalburst
aggron,metalclaw
aggron,metalsound
aggron,meteorbeam
aggron,mimic
aggron,mudslap
aggron,naturalgift
aggron,outrage
aggron,payback
aggron,poweruppunch
aggron,protect
aggron,raindance
aggron,rest
aggron,return
aggron,reversal
aggron,roar
aggron,rockblast
aggron,rockclimb
aggron,rockpolish
aggron,rockslide
aggron,rocksmash
aggron,rocktomb
aggron,rollout
aggron,round
aggron,sandstorm
aggron,sandtomb
aggron,scaryface
aggron,screech
aggron,secretpower
aggron,seismictoss
aggron,shadowclaw
aggron,shockwave
aggron,sleeptalk
aggron,smackdown
aggron,smartstrike
aggron,snore
aggron,solarbeam
aggron,spite
aggron,stealthrock
aggron,steelbeam
aggron,steelroller
aggron,stompingtantrum
aggron,stoneedge
aggron,strength
aggron,substitute
aggron,sunnyday
aggron,superpower
aggron,surf
aggron,swagger
aggron,tackle
aggron,takedown
aggron,taunt
aggron,thunder
aggron,thunderbolt
aggron,thunderpunch
aggron,thunderwave
aggron,toxic
aggron,uproar
aggron,waterpulse
aggron,whirlpool
meditite,acupressure
meditite,aerialace
meditite,attract
meditite,batonpass
meditite,bide
meditite,bodyslam
meditite,brickbreak
meditite,bulkup
meditite,bulletpunch
meditite,calmmind
meditite,captivate
meditite,closecombat
meditite,confide
meditite,confusion
meditite,counter
meditite,detect
meditite,doubleedge
meditite,doubleteam
meditite,drainpunch
meditite,dreameater
meditite,dynamicpunch
meditite,endure
meditite,expandingforce
meditite,facade
meditite,fakeout
meditite,feint
meditite,firepunch
meditite,flash
meditite,fling
meditite,focusblast
meditite,focuspunch
meditite,forcepalm
meditite,foresight
meditite,frustration
meditite,grassknot
meditite,gravity
meditite,guardswap
meditite,headbutt
meditite,helpinghand
meditite,hiddenpower
meditite,highjumpkick
meditite,icepunch
meditite,imprison
meditite,lightscreen
meditite,lowkick
meditite,lowsweep
meditite,magiccoat
meditite,meditate
meditite,megakick
meditite,megapunch
meditite,metronome
meditite,mimic
meditite,mindreader
meditite,mudslap
meditite,naturalgift
meditite,nightshade
meditite,painsplit
meditite,poisonjab
meditite,powerswap
meditite,powertrick
meditite,poweruppunch
meditite,protect
meditite,psybeam
meditite,psychic
meditite,psychicterrain
meditite,psychocut
meditite,psychup
meditite,psyshock
meditite,quickguard
meditite,raindance
meditite,recover
meditite,recycle
meditite,reflect
meditite,rest
meditite,retaliate
meditite,return
meditite,reversal
meditite,rockslide
meditite,rocksmash
meditite,rocktomb
meditite,roleplay
meditite,round
meditite,secretpower
meditite,seismictoss
meditite,shadowball
meditite,signalbeam
meditite,skillswap
meditite,sleeptalk
meditite,snore
meditite,storedpower
meditite,strength
meditite,substitute
meditite,sunnyday
meditite,swagger
meditite,swift
meditite,takedown
meditite,taunt
meditite,telekinesis
meditite,terablast
meditite,thief
meditite,thunderpunch
meditite,toxic
meditite,trailblaze
meditite,trick
meditite,trickroom
meditite,upperhand
meditite,vacuumwave
meditite,workup
meditite,zenheadbutt
medicham,acupressure
medicham,aerialace
medicham,attract
medicham,aurasphere
medicham,axekick
medicham,batonpass
medicham,bide
medicham,bodyslam
medicham,brickbreak
medicham,bulkup
medicham,calmmind
medicham,captivate
medicham,closecombat
medicham,confide
medicham,confusion
medicham,counter
medicham,detect
medicham,doubleedge
medicham,doubleteam
medicham,drainpunch
medicham,dreameater
medicham,dynamicpunch
medicham,endure
medicham,energyball
medicham,expandingforce
medicham,facade
medicham,feint
medicham,firepunch
medicham,flash
medicham,fling
medicham,focusblast
medicham,focuspunch
medicham,forcepalm
medicham,frustration
medicham,gigaimpact
medicham,grassknot
medicham,gravity
medicham,headbutt
medicham,helpinghand
medicham,hiddenpower
medicham,highjumpkick
medicham,hyperbeam
medicham,icepunch
medicham,imprison
medicham,laserfocus
medicham,lightscreen
medicham,lowkick
medicham,lowsweep
medicham,magiccoat
medicham,meditate
medicham,megakick
medicham,megapunch
medicham,metronome
medicham,mimic
medicham,mindreader
medicham,mudslap
medicham,naturalgift
medicham,nightshade
medicham,painsplit
medicham,poisonjab
medicham,powertrick
medicham,poweruppunch
medicham,protect
medicham,psybeam
medicham,psychic
medicham,psychicterrain
medicham,psychup
medicham,psyshock
medicham,raindance
medicham,recover
medicham,recycle
medicham,reflect
medicham,rest
medicham,retaliate
medicham,return
medicham,reversal
medicham,rockslide
medicham,rocksmash
medicham,rocktomb
medicham,roleplay
medicham,round
medicham,secretpower
medicham,seismictoss
medicham,shadowball
medicham,signalbeam
medicham,skillswap
medicham,sleeptalk
medicham,snore
medicham,storedpower
medicham,strength
medicham,substitute
medicham,sunnyday
medicham,swagger
medicham,swift
medicham,takedown
medicham,taunt
medicham,telekinesis
medicham,terablast
medicham,thief
medicham,thunderpunch
medicham,toxic
medicham,trailblaze
medicham,trick
medicham,trickroom
medicham,upperhand
medicham,vacuumwave
medicham,workup
medicham,zenheadbutt
electrike,agility
electrike,attract
electrike,bite
electrike,bodyslam
electrike,captivate
electrike,charge
electrike,chargebeam
electrike,confide
electrike,crunch
electrike,curse
electrike,discharge
electrike,doubleedge
electrike,doubleteam
electrike,eerieimpulse
electrike,electroball
electrike,endure
electrike,facade
electrike,firefang
electrike,flameburst
electrike,flamethrower
electrike,flash
electrike,frustration
electrike,headbutt
electrike,hiddenpower
electrike,howl
electrike,icefang
electrike,irontail
electrike,leer
electrike,lightscreen
electrike,magnetrise
electrike,mimic
electrike,mudslap
electrike,naturalgift
electrike,odorsleuth
electrike,protect
electrike,psychicfangs
electrike,quickattack
electrike,raindance
electrike,rest
electrike,return
electrike,risingvoltage
electrike,roar
electrike,round
electrike,secretpower
electrike,shockwave
electrike,signalbeam
electrike,sleeptalk
electrike,snarl
electrike,snore
electrike,spark
electrike,strength
electrike,substitute
electrike,swagger
electrike,swift
electrike,switcheroo
electrike,tackle
electrike,thief
electrike,thunder
electrike,thunderbolt
electrike,thunderfang
electrike,thunderwave
electrike,toxic
electrike,uproar
electrike,voltswitch
electrike,wildcharge
manectric,agility
manectric,attract
manectric,bite
manectric,bodyslam
manectric,captivate
manectric,charge
manectric,chargebeam
manectric,confide
manectric,crunch
manectric,discharge
manectric,doubleedge
manectric,doubleteam
manectric,eerieimpulse
manectric,electricterrain
manectric,electroball
manectric,endure
manectric,facade
manectric,firefang
manectric,flamethrower
manectric,flash
manectric,frustration
manectric,gigaimpact
manectric,headbutt
manectric,hiddenpower
manectric,howl
manectric,hyperbeam
manectric,hypervoice
manectric,icefang
manectric,irontail
manectric,laserfocus
manectric,leer
manectric,lightscreen
manectric,magnetrise
manectric,mimic
manectric,mudslap
manectric,naturalgift
manectric,odorsleuth
manectric,overheat
manectric,protect
manectric,psychicfangs
manectric,quickattack
manectric,raindance
manectric,refresh
manectric,rest
manectric,return
manectric,risingvoltage
manectric,roar
manectric,round
manectric,scaryface
manectric,secretpower
manectric,shockwave
manectric,signalbeam
manectric,sleeptalk
manectric,snarl
manectric,snore
manectric,spark
manectric,strength
manectric,substitute
manectric,swagger
manectric,swift
manectric,tackle
manectric,thief
manectric,thunder
manectric,thunderbolt
manectric,thunderfang
manectric,thunderwave
manectric,toxic
manectric,uproar
manectric,voltswitch
manectric,wildcharge
plusle,agility
plusle,alluringvoice
plusle,attract
plusle,batonpass
plusle,bestow
plusle,bodyslam
plusle,captivate
plusle,charge
plusle,chargebeam
plusle,charm
plusle,confide
plusle,copycat
plusle,counter
plusle,covet
plusle,defensecurl
plusle,discharge
plusle,doubleedge
plusle,doubleteam
plusle,dynamicpunch
plusle,echoedvoice
plusle,eerieimpulse
plusle,electricterrain
plusle,electroball
plusle,electroweb
plusle,encore
plusle,endeavor
plusle,endure
plusle,entrainment
plusle,facade
plusle,faketears
plusle,flash
plusle,fling
plusle,frustration
plusle,grassknot
plusle,growl
plusle,headbutt
plusle,helpinghand
plusle,hiddenpower
plusle,irontail
plusle,lastresort
plusle,lightscreen
plusle,luckychant
plusle,magnetrise
plusle,megakick
plusle,megapunch
plusle,metronome
plusle,mimic
plusle,mudslap
plusle,nastyplot
plusle,naturalgift
plusle,nuzzle
plusle,playnice
plusle,playrough
plusle,protect
plusle,quickattack
plusle,raindance
plusle,rest
plusle,return
plusle,rollout
plusle,round
plusle,secretpower
plusle,seismictoss
plusle,shockwave
plusle,signalbeam
plusle,sing
plusle,skillswap
plusle,sleeptalk
plusle,snore
plusle,spark
plusle,substitute
plusle,superfang
plusle,swagger
plusle,sweetkiss
plusle,swift
plusle,switcheroo
plusle,tearfullook
plusle,terablast
plusle,thunder
plusle,thunderbolt
plusle,thunderpunch
plusle,thunderwave
plusle,toxic
plusle,trailblaze
plusle,uproar
plusle,voltswitch
plusle,watersport
plusle,wildcharge
plusle,wish
minun,agility
minun,alluringvoice
minun,attract
minun,batonpass
minun,bodyslam
minun,captivate
minun,charge
minun,chargebeam
minun,charm
minun,confide
minun,copycat
minun,counter
minun,covet
minun,defensecurl
minun,discharge
minun,doubleedge
minun,doubleteam
minun,dynamicpunch
minun,echoedvoice
minun,electricterrain
minun,electroball
minun,electroweb
minun,encore
minun,endeavor
minun,endure
minun,entrainment
minun,facade
minun,faketears
minun,flash
minun,fling
minun,frustration
minun,grassknot
minun,growl
minun,headbutt
minun,helpinghand
minun,hiddenpower
minun,irontail
minun,lastresort
minun,lightscreen
minun,luckychant
minun,magnetrise
minun,megakick
minun,megapunch
minun,metronome
minun,mimic
minun,mudslap
minun,mudsport
minun,nastyplot
minun,naturalgift
minun,nuzzle
minun,playnice
minun,playrough
minun,protect
minun,quickattack
minun,raindance
minun,rest
minun,return
minun,rollout
minun,round
minun,secretpower
minun,seismictoss
minun,shockwave
minun,signalbeam
minun,sing
minun,sleeptalk
minun,snore
minun,spark
minun,substitute
minun,superfang
minun,swagger
minun,sweetkiss
minun,swift
minun,switcheroo
minun,tearfullook
minun,terablast
minun,thunder
minun,thunderbolt
minun,thunderpunch
minun,thunderwave
minun,toxic
minun,trailblaze
minun,trumpcard
minun,uproar
minun,voltswitch
minun,wildcharge
minun,wish
volbeat,acrobatics
volbeat,aerialace
volbeat,aircutter
volbeat,airslash
volbeat,attract
volbeat,batonpass
volbeat,bodyslam
volbeat,brickbreak
volbeat,bugbite
volbeat,bugbuzz
volbeat,captivate
volbeat,chargebeam
volbeat,chillingwater
volbeat,confide
volbeat,confuseray
volbeat,counter
volbeat,dazzlinggleam
volbeat,defog
volbeat,dizzypunch
volbeat,doubleedge
volbeat,doubleteam
volbeat,dynamicpunch
volbeat,encore
volbeat,endeavor
volbeat,endure
volbeat,facade
volbeat,flash
volbeat,fling
volbeat,focuspunch
volbeat,frustration
volbeat,gigadrain
volbeat,helpinghand
volbeat,hiddenpower
volbeat,icepunch
volbeat,infestation
volbeat,lightscreen
volbeat,lunge
volbeat,megakick
volbeat,megapunch
volbeat,metronome
volbeat,mimic
volbeat,moonlight
volbeat,mudslap
volbeat,naturalgift
volbeat,ominouswind
volbeat,playrough
volbeat,pounce
volbeat,poweruppunch
volbeat,protect
volbeat,psychup
volbeat,quickattack
volbeat,raindance
volbeat,rest
volbeat,return
volbeat,roost
volbeat,round
volbeat,secretpower
volbeat,seismictoss
volbeat,shadowball
volbeat,shockwave
volbeat,signalbeam
volbeat,silverwind
volbeat,skittersmack
volbeat,sleeptalk
volbeat,snore
volbeat,solarbeam
volbeat,stringshot
volbeat,strugglebug
volbeat,substitute
volbeat,sunnyday
volbeat,swagger
volbeat,swift
volbeat,tackle
volbeat,tailglow
volbeat,tailwind
volbeat,takedown
volbeat,taunt
volbeat,terablast
volbeat,thief
volbeat,thunder
volbeat,thunderbolt
volbeat,thunderpunch
volbeat,thunderwave
volbeat,toxic
volbeat,trailblaze
volbeat,trick
volbeat,uturn
volbeat,waterpulse
volbeat,zenheadbutt
illumise,acrobatics
illumise,aerialace
illumise,aircutter
illumise,airslash
illumise,aromatherapy
illumise,attract
illumise,batonpass
illumise,bodyslam
illumise,brickbreak
illumise,bugbite
illumise,bugbuzz
illumise,captivate
illumise,chargebeam
illumise,charm
illumise,confide
illumise,confuseray
illumise,counter
illumise,covet
illumise,dazzlinggleam
illumise,defog
illumise,disarmingvoice
illumise,doubleedge
illumise,doubleteam
illumise,drainingkiss
illumise,dynamicpunch
illumise,encore
illumise,endeavor
illumise,endure
illumise,facade
illumise,faketears
illumise,flash
illumise,flatter
illumise,fling
illumise,focuspunch
illumise,frustration
illumise,gigadrain
illumise,growth
illumise,helpinghand
illumise,hiddenpower
illumise,icepunch
illumise,infestation
illumise,lightscreen
illumise,megakick
illumise,megapunch
illumise,metronome
illumise,mimic
illumise,moonlight
illumise,mudslap
illumise,naturalgift
illumise,ominouswind
illumise,playnice
illumise,playrough
illumise,pounce
illumise,poweruppunch
illumise,protect
illumise,psychup
illumise,quickattack
illumise,raindance
illumise,rest
illumise,return
illumise,roost
illumise,round
illumise,secretpower
illumise,seismictoss
illumise,shadowball
illumise,shockwave
illumise,silverwind
illumise,skittersmack
illumise,sleeptalk
illumise,snore
illumise,solarbeam
illumise,stringshot
illumise,strugglebug
illumise,substitute
illumise,sunnyday
illumise,swagger
illumise,sweetscent
illumise,swift
illumise,tackle
illumise,tailwind
illumise,takedown
illumise,terablast
illumise,thief
illumise,thunder
illumise,thunderbolt
illumise,thunderpunch
illumise,thunderwave
illumise,toxic
illumise,trailblaze
illumise,trick
illumise,uturn
illumise,waterpulse
illumise,wish
illumise,zenheadbutt
budew,absorb
budew,attract
budew,bulletseed
budew,captivate
budew,confide
budew,cottonspore
budew,covet
budew,cut
budew,dazzlinggleam
budew,doubleteam
budew,endure
budew,energyball
budew,extrasensory
budew,facade
budew,flash
budew,frustration
budew,gigadrain
budew,grassknot
budew,grasswhistle
budew,grassyglide
budew,growth
budew,hiddenpower
budew,leafstorm
budew,lifedew
budew,megadrain
budew,mindreader
budew,mudslap
budew,naturalgift
budew,naturepower
budew,pinmissile
budew,protect
budew,psychup
budew,raindance
budew,razorleaf
budew,rest
budew,return
budew,round
budew,secretpower
budew,seedbomb
budew,shadowball
budew,sleeppowder
budew,sleeptalk
budew,sludgebomb
budew,snore
budew,solarbeam
budew,spikes
budew,stunspore
budew,substitute
budew,sunnyday
budew,swagger
budew,swift
budew,swordsdance
budew,synthesis
budew,toxic
budew,uproar
budew,venoshock
budew,watersport
budew,weatherball
budew,worryseed
roselia,absorb
roselia,aromatherapy
roselia,attract
roselia,bodyslam
roselia,bulletseed
roselia,captivate
roselia,confide
roselia,cottonspore
roselia,covet
roselia,cut
roselia,dazzlinggleam
roselia,doubleedge
roselia,doubleteam
roselia,endure
roselia,energyball
roselia,extrasensory
roselia,facade
